ID_MOEDA,DATA_REF,VL_COTACAO
MRU,07/01/2010,5.015790343
MRU,08/01/2010,6.6721012
MRU,11/01/2010,4.797712088
MRU,12/01/2010,5.949749053
MRU,13/01/2010,1.469529271
MRU,14/01/2010,5.295015275
MRU,15/01/2010,4.726577282
MRU,18/01/2010,6.520331204
MRU,19/01/2010,7.436249614
MRU,20/01/2010,1.109453857
MRU,21/01/2010,5.889462709
MRU,22/01/2010,3.963071406
MRU,25/01/2010,7.063839555
MRU,26/01/2010,7.109252393
MRU,27/01/2010,2.992362022
MRU,28/01/2010,4.097488701
MRU,29/01/2010,6.081241965
MRU,01/02/2010,6.545082271
MRU,02/02/2010,2.970761061
MRU,03/02/2010,4.054625571
MRU,04/02/2010,1.282829404
MRU,05/02/2010,2.471325815
MRU,08/02/2010,2.349012852
MRU,09/02/2010,4.198922932
MRU,10/02/2010,7.762779117
MRU,11/02/2010,6.042951286
MRU,12/02/2010,1.34971261
MRU,15/02/2010,7.800095141
MRU,16/02/2010,3.899448037
MRU,17/02/2010,5.562387884
MRU,18/02/2010,5.753072739
MRU,19/02/2010,1.45500499
MRU,22/02/2010,4.089747787
MRU,23/02/2010,7.276400745
MRU,24/02/2010,2.506297827
MRU,25/02/2010,7.25953871
MRU,26/02/2010,7.233519673
MRU,01/03/2010,7.922965944
MRU,02/03/2010,7.082959652
MRU,03/03/2010,3.730480969
MRU,04/03/2010,2.967909694
MRU,05/03/2010,4.028145492
MRU,08/03/2010,7.592372179
MRU,09/03/2010,2.477389872
MRU,10/03/2010,7.651743531
MRU,11/03/2010,2.952962339
MRU,12/03/2010,1.63896656
MRU,15/03/2010,7.624471962
MRU,16/03/2010,4.099901557
MRU,17/03/2010,7.690275371
MRU,18/03/2010,6.931666136
MRU,19/03/2010,4.982457221
MRU,22/03/2010,2.06769383
MRU,23/03/2010,3.411654413
MRU,24/03/2010,3.643261433
MRU,25/03/2010,1.970474064
MRU,26/03/2010,2.485235095
MRU,29/03/2010,1.764255226
MRU,30/03/2010,4.519785166
MRU,31/03/2010,6.287924349
MRU,01/04/2010,5.441819787
MRU,02/04/2010,2.917694509
MRU,05/04/2010,7.739887238
MRU,06/04/2010,6.336358368
MRU,07/04/2010,5.920297027
MRU,08/04/2010,1.3609249
MRU,09/04/2010,7.524209738
MRU,12/04/2010,2.391349852
MRU,13/04/2010,5.281445622
MRU,14/04/2010,7.449109972
MRU,15/04/2010,6.494761944
MRU,16/04/2010,4.524370968
MRU,19/04/2010,3.498349071
MRU,20/04/2010,7.700499237
MRU,21/04/2010,1.784295321
MRU,22/04/2010,4.274667323
MRU,23/04/2010,7.140770555
MRU,26/04/2010,3.843303144
MRU,27/04/2010,7.89567852
MRU,28/04/2010,4.071132958
MRU,29/04/2010,4.109527946
MRU,30/04/2010,4.61256808
MRU,03/05/2010,4.311272383
MRU,04/05/2010,6.404185355
MRU,05/05/2010,3.120868802
MRU,06/05/2010,5.29705137
MRU,07/05/2010,3.852304935
MRU,10/05/2010,4.747640431
MRU,11/05/2010,4.94084537
MRU,12/05/2010,4.036096275
MRU,13/05/2010,3.788246393
MRU,14/05/2010,4.230587542
MRU,17/05/2010,3.369689584
MRU,18/05/2010,5.866506994
MRU,19/05/2010,1.696184158
MRU,20/05/2010,2.059264481
MRU,21/05/2010,1.976188064
MRU,24/05/2010,7.519423664
MRU,25/05/2010,6.070197821
MRU,26/05/2010,4.688932478
MRU,27/05/2010,4.582057118
MRU,28/05/2010,4.967197359
MRU,31/05/2010,6.680734158
MRU,01/06/2010,4.745751202
MRU,02/06/2010,7.496317744
MRU,03/06/2010,2.72026509
MRU,04/06/2010,2.683982134
MRU,07/06/2010,1.698653758
MRU,08/06/2010,7.499670625
MRU,09/06/2010,3.874024808
MRU,10/06/2010,4.481247902
MRU,11/06/2010,3.281221688
MRU,14/06/2010,4.578871131
MRU,15/06/2010,1.905710399
MRU,16/06/2010,2.328329802
MRU,17/06/2010,7.663559973
MRU,18/06/2010,6.411104321
MRU,21/06/2010,2.221266687
MRU,22/06/2010,6.69489336
MRU,23/06/2010,1.374172032
MRU,24/06/2010,6.598359942
MRU,25/06/2010,3.452224433
MRU,28/06/2010,6.373846292
MRU,29/06/2010,7.971834719
MRU,30/06/2010,6.651807427
MRU,01/07/2010,1.502575338
MRU,02/07/2010,5.340713501
MRU,05/07/2010,5.467473328
MRU,06/07/2010,4.726170897
MRU,07/07/2010,2.345647037
MRU,08/07/2010,5.363012075
MRU,09/07/2010,6.496036589
MRU,12/07/2010,7.104104161
MRU,13/07/2010,1.570978105
MRU,14/07/2010,4.359626293
MRU,15/07/2010,7.23837167
MRU,16/07/2010,6.430565715
MRU,19/07/2010,7.681193054
MRU,20/07/2010,3.510182619
MRU,21/07/2010,1.093099177
MRU,22/07/2010,3.697193742
MRU,23/07/2010,4.138877332
MRU,26/07/2010,2.114424706
MRU,27/07/2010,1.098488152
MRU,28/07/2010,3.976681113
MRU,29/07/2010,4.163452327
MRU,30/07/2010,1.201588392
MRU,02/08/2010,1.104331076
MRU,03/08/2010,6.907150388
MRU,04/08/2010,2.278050363
MRU,05/08/2010,1.889776707
MRU,06/08/2010,1.693818867
MRU,09/08/2010,5.926528811
MRU,10/08/2010,4.606389701
MRU,11/08/2010,5.495334864
MRU,12/08/2010,2.855415881
MRU,13/08/2010,3.256923318
MRU,16/08/2010,4.919649541
MRU,17/08/2010,1.392225266
MRU,18/08/2010,5.40473491
MRU,19/08/2010,5.638995528
MRU,20/08/2010,4.43334502
MRU,23/08/2010,5.621402502
MRU,24/08/2010,7.156412184
MRU,25/08/2010,7.816336751
MRU,26/08/2010,5.354202211
MRU,27/08/2010,3.250188351
MRU,30/08/2010,7.845982373
MRU,31/08/2010,5.769842982
MRU,01/09/2010,6.177033126
MRU,02/09/2010,4.481646776
MRU,03/09/2010,1.801753581
MRU,06/09/2010,4.702089906
MRU,07/09/2010,5.731610715
MRU,08/09/2010,4.513958931
MRU,09/09/2010,7.366682351
MRU,10/09/2010,7.771707892
MRU,13/09/2010,1.979543865
MRU,14/09/2010,1.149798155
MRU,15/09/2010,7.070248663
MRU,16/09/2010,6.577757001
MRU,17/09/2010,6.561152399
MRU,20/09/2010,7.155704975
MRU,21/09/2010,1.550330937
MRU,22/09/2010,1.394101977
MRU,23/09/2010,5.092342079
MRU,24/09/2010,1.371462107
MRU,27/09/2010,2.225081027
MRU,28/09/2010,2.153787255
MRU,29/09/2010,3.211479604
MRU,30/09/2010,7.569469452
MRU,01/10/2010,4.714799225
MRU,04/10/2010,3.183411956
MRU,05/10/2010,4.376267612
MRU,06/10/2010,7.064119101
MRU,07/10/2010,6.013809264
MRU,08/10/2010,1.687504888
MRU,11/10/2010,3.410619676
MRU,12/10/2010,7.07117033
MRU,13/10/2010,2.41233331
MRU,14/10/2010,3.982899547
MRU,15/10/2010,2.801535308
MRU,18/10/2010,5.817124605
MRU,19/10/2010,3.168366969
MRU,20/10/2010,5.483109117
MRU,21/10/2010,2.745974958
MRU,22/10/2010,1.398600578
MRU,25/10/2010,3.929554284
MRU,26/10/2010,7.432701468
MRU,27/10/2010,6.947735012
MRU,28/10/2010,2.391709089
MRU,29/10/2010,3.905062735
MRU,01/11/2010,7.391674161
MRU,02/11/2010,2.164322793
MRU,03/11/2010,5.211428165
MRU,04/11/2010,3.787458241
MRU,05/11/2010,5.46982944
MRU,08/11/2010,2.503831565
MRU,09/11/2010,1.220978022
MRU,10/11/2010,5.424580157
MRU,11/11/2010,5.31114924
MRU,12/11/2010,4.471815526
MRU,15/11/2010,6.59119606
MRU,16/11/2010,6.241416276
MRU,17/11/2010,2.82817018
MRU,18/11/2010,6.768164814
MRU,19/11/2010,2.909911871
MRU,22/11/2010,2.411977828
MRU,23/11/2010,4.686358571
MRU,24/11/2010,3.833980501
MRU,25/11/2010,5.541322231
MRU,26/11/2010,7.781174481
MRU,29/11/2010,6.538485408
MRU,30/11/2010,2.1484496
MRU,01/12/2010,7.735366106
CLP,01/01/2010,2.203842223
CLP,04/01/2010,7.211156011
CLP,05/01/2010,4.558416307
CLP,06/01/2010,6.471530437
CLP,07/01/2010,2.680002987
CLP,08/01/2010,7.773640513
CLP,11/01/2010,5.648062408
CLP,12/01/2010,3.621293306
CLP,13/01/2010,4.724610865
CLP,14/01/2010,1.908127427
CLP,15/01/2010,3.189670026
CLP,18/01/2010,2.911265373
CLP,19/01/2010,4.860309899
CLP,20/01/2010,2.234184623
CLP,21/01/2010,1.762035549
CLP,22/01/2010,3.292557478
CLP,25/01/2010,3.171267569
CLP,26/01/2010,3.686809659
CLP,27/01/2010,2.997666299
CLP,28/01/2010,5.555147648
CLP,29/01/2010,1.225049794
CLP,01/02/2010,3.750804782
CLP,02/02/2010,7.87965554
CLP,03/02/2010,5.437256098
CLP,04/02/2010,1.744495928
CLP,05/02/2010,3.445151925
CLP,08/02/2010,6.78855747
CLP,09/02/2010,2.48472023
CLP,10/02/2010,3.029593766
CLP,11/02/2010,3.05738771
CLP,12/02/2010,6.299262226
CLP,15/02/2010,3.660369635
CLP,16/02/2010,2.129354537
CLP,17/02/2010,6.627978444
CLP,18/02/2010,1.727870882
CLP,19/02/2010,7.703401089
CLP,22/02/2010,6.763687909
CLP,23/02/2010,7.184695125
CLP,24/02/2010,7.428570449
CLP,25/02/2010,5.238753557
CLP,26/02/2010,6.995276988
CLP,01/03/2010,1.726988435
CLP,02/03/2010,4.840508878
CLP,03/03/2010,1.636483192
CLP,04/03/2010,4.651453316
CLP,05/03/2010,7.960363746
CLP,08/03/2010,4.284670055
CLP,09/03/2010,6.621138334
CLP,10/03/2010,2.496071875
CLP,11/03/2010,5.780756116
CLP,12/03/2010,3.510748804
CLP,15/03/2010,4.63113451
CLP,16/03/2010,2.151386082
CLP,17/03/2010,6.508905292
CLP,18/03/2010,3.994025886
CLP,19/03/2010,3.928129435
CLP,22/03/2010,3.769922793
CLP,23/03/2010,4.874730706
CLP,24/03/2010,7.982243001
CLP,25/03/2010,3.45639801
CLP,26/03/2010,7.4563573
CLP,29/03/2010,2.751706481
CLP,30/03/2010,3.292477787
CLP,31/03/2010,3.452207327
CLP,01/04/2010,2.439388335
CLP,02/04/2010,6.641236424
CLP,05/04/2010,5.858018816
CLP,06/04/2010,3.803191662
CLP,07/04/2010,6.993613064
CLP,08/04/2010,5.907029033
CLP,09/04/2010,6.0252406
CLP,12/04/2010,4.15772748
CLP,13/04/2010,5.111402094
CLP,14/04/2010,1.759472489
CLP,15/04/2010,7.60047859
CLP,16/04/2010,5.784308434
CLP,19/04/2010,3.924774468
CLP,20/04/2010,2.990009665
CLP,21/04/2010,5.646904171
CLP,22/04/2010,1.180920362
CLP,23/04/2010,1.877272666
CLP,26/04/2010,2.45551312
CLP,27/04/2010,1.031399667
CLP,28/04/2010,7.434416294
CLP,29/04/2010,7.645837605
CLP,30/04/2010,4.312660098
CLP,03/05/2010,2.721433342
CLP,04/05/2010,3.329891443
CLP,05/05/2010,4.812683642
CLP,06/05/2010,4.002307534
CLP,07/05/2010,3.831934392
CLP,10/05/2010,1.210058212
CLP,11/05/2010,2.287173569
CLP,12/05/2010,4.983867049
CLP,13/05/2010,1.422167957
CLP,14/05/2010,1.584621191
CLP,17/05/2010,2.477693617
CLP,18/05/2010,2.219679952
CLP,19/05/2010,4.042610109
CLP,20/05/2010,5.489652157
CLP,21/05/2010,6.213528454
CLP,24/05/2010,2.409392238
CLP,25/05/2010,6.03182286
CLP,26/05/2010,7.596965075
CLP,27/05/2010,5.416736186
CLP,28/05/2010,3.974329591
CLP,31/05/2010,5.56332916
CLP,01/06/2010,5.073491096
CLP,02/06/2010,5.524023354
CLP,03/06/2010,6.791872382
CLP,04/06/2010,3.442487895
CLP,07/06/2010,1.190653563
CLP,08/06/2010,7.65861994
CLP,09/06/2010,2.67983067
CLP,10/06/2010,3.65336889
CLP,11/06/2010,3.683743
CLP,14/06/2010,6.552154362
CLP,15/06/2010,2.630819201
CLP,16/06/2010,1.655627906
CLP,17/06/2010,3.861292124
CLP,18/06/2010,4.216528475
CLP,21/06/2010,2.796632409
CLP,22/06/2010,2.431381643
CLP,23/06/2010,6.464450836
CLP,24/06/2010,4.365792572
CLP,25/06/2010,1.222619414
CLP,28/06/2010,5.282082736
CLP,29/06/2010,5.276361227
CLP,30/06/2010,1.588020384
CLP,01/07/2010,2.332059026
CLP,02/07/2010,4.375394762
CLP,05/07/2010,2.481532574
CLP,06/07/2010,7.267184079
CLP,07/07/2010,2.160534739
CLP,08/07/2010,5.04206723
CLP,09/07/2010,1.775216341
CLP,12/07/2010,7.255029261
CLP,13/07/2010,3.340309739
CLP,14/07/2010,6.82281059
CLP,15/07/2010,3.222781181
CLP,16/07/2010,5.292949975
CLP,19/07/2010,3.834701896
CLP,20/07/2010,2.26517123
CLP,21/07/2010,6.869087934
CLP,22/07/2010,5.183863699
CLP,23/07/2010,1.422458768
CLP,26/07/2010,5.470406473
CLP,27/07/2010,4.097864628
CLP,28/07/2010,1.714086354
CLP,29/07/2010,6.932132602
CLP,30/07/2010,5.390359581
CLP,02/08/2010,5.741081476
CLP,03/08/2010,1.325207293
CLP,04/08/2010,3.226455331
CLP,05/08/2010,4.874334753
CLP,06/08/2010,1.938325882
CLP,09/08/2010,2.53596431
CLP,10/08/2010,3.936713576
CLP,11/08/2010,5.465972126
CLP,12/08/2010,7.746177435
CLP,13/08/2010,6.114118636
CLP,16/08/2010,1.947123647
CLP,17/08/2010,7.950122774
CLP,18/08/2010,5.497582912
CLP,19/08/2010,5.998329937
CLP,20/08/2010,3.629206538
CLP,23/08/2010,7.649723709
CLP,24/08/2010,7.911231279
CLP,25/08/2010,2.970031321
CLP,26/08/2010,1.826162934
CLP,27/08/2010,5.47267288
CLP,30/08/2010,3.950928688
CLP,31/08/2010,6.075304329
CLP,01/09/2010,6.587248206
CLP,02/09/2010,6.708704174
CLP,03/09/2010,4.434973478
CLP,06/09/2010,7.796753943
CLP,07/09/2010,7.652147412
CLP,08/09/2010,7.576262414
CLP,09/09/2010,5.395531178
CLP,10/09/2010,2.97538358
CLP,13/09/2010,1.685350299
CLP,14/09/2010,4.519378364
CLP,15/09/2010,2.188009501
CLP,16/09/2010,2.482470095
CLP,17/09/2010,7.260526299
CLP,20/09/2010,5.254543722
CLP,21/09/2010,5.35043335
CLP,22/09/2010,6.641438782
CLP,23/09/2010,4.594899535
CLP,24/09/2010,6.567586124
CLP,27/09/2010,2.212819815
CLP,28/09/2010,1.399738371
CLP,29/09/2010,3.033623815
CLP,30/09/2010,1.860544145
CLP,01/10/2010,4.256553173
CLP,04/10/2010,5.250716031
CLP,05/10/2010,5.284157634
CLP,06/10/2010,4.448542297
CLP,07/10/2010,5.22375989
CLP,08/10/2010,5.905492365
CLP,11/10/2010,1.400639176
CLP,12/10/2010,2.606666028
CLP,13/10/2010,3.976683617
CLP,14/10/2010,3.714836419
CLP,15/10/2010,6.518261313
CLP,18/10/2010,7.366836727
CLP,19/10/2010,1.107060194
CLP,20/10/2010,7.841040671
CLP,21/10/2010,2.337646604
CLP,22/10/2010,4.064686716
CLP,25/10/2010,4.295492649
CLP,26/10/2010,6.17979604
CLP,27/10/2010,6.359222293
CLP,28/10/2010,3.636434257
CLP,29/10/2010,7.420826197
CLP,01/11/2010,7.032066882
CLP,02/11/2010,2.867595315
CLP,03/11/2010,4.66575855
CLP,04/11/2010,6.419523239
CLP,05/11/2010,5.525965989
CLP,08/11/2010,1.665927291
CLP,09/11/2010,6.180674732
CLP,10/11/2010,2.895038366
CLP,11/11/2010,7.788629591
CLP,12/11/2010,7.560309529
CLP,15/11/2010,1.200408876
CLP,16/11/2010,2.477193356
CLP,17/11/2010,7.868092358
CLP,18/11/2010,5.594138026
CLP,19/11/2010,7.032272995
CLP,22/11/2010,7.931552172
CLP,23/11/2010,1.405162394
CLP,24/11/2010,4.032488465
CLP,25/11/2010,6.318540037
CLP,26/11/2010,7.018795967
CLP,29/11/2010,1.055296242
CLP,30/11/2010,2.096491218
CLP,01/12/2010,1.833318889
DZD,01/01/2010,6.201545119
DZD,04/01/2010,7.858977497
DZD,05/01/2010,1.004661322
DZD,06/01/2010,4.026166975
DZD,07/01/2010,5.148478627
DZD,08/01/2010,7.533557832
DZD,11/01/2010,7.184777737
DZD,12/01/2010,6.624245465
DZD,13/01/2010,5.688959956
DZD,14/01/2010,3.657963455
DZD,15/01/2010,6.324012041
DZD,18/01/2010,6.419189036
DZD,19/01/2010,2.41618979
DZD,20/01/2010,5.890092313
DZD,21/01/2010,3.136170387
DZD,22/01/2010,7.207079232
DZD,25/01/2010,7.129423499
DZD,26/01/2010,7.269678295
DZD,27/01/2010,3.189551115
DZD,28/01/2010,3.220521033
DZD,29/01/2010,4.318346143
DZD,01/02/2010,5.765166223
DZD,02/02/2010,4.266319752
DZD,03/02/2010,5.050517857
DZD,04/02/2010,6.397447467
DZD,05/02/2010,6.57058686
DZD,08/02/2010,3.471884012
DZD,09/02/2010,4.31834656
DZD,10/02/2010,5.690396905
DZD,11/02/2010,5.152431905
DZD,12/02/2010,6.094268799
DZD,15/02/2010,3.097432435
DZD,16/02/2010,5.164418578
DZD,17/02/2010,7.046528995
DZD,18/02/2010,1.213491201
DZD,19/02/2010,3.085224211
DZD,22/02/2010,1.914666295
DZD,23/02/2010,7.404916704
DZD,24/02/2010,2.060935497
DZD,25/02/2010,3.525069058
DZD,26/02/2010,7.398598552
DZD,01/03/2010,7.292719543
DZD,02/03/2010,4.128728151
DZD,03/03/2010,7.87808758
DZD,04/03/2010,6.420353532
DZD,05/03/2010,3.735022962
DZD,08/03/2010,1.029112816
DZD,09/03/2010,4.245048821
DZD,10/03/2010,1.865124106
DZD,11/03/2010,2.513748348
DZD,12/03/2010,2.103825331
DZD,15/03/2010,3.538245261
DZD,16/03/2010,5.183532834
DZD,17/03/2010,4.714528024
DZD,18/03/2010,2.783468723
DZD,19/03/2010,2.403367817
DZD,22/03/2010,7.626006961
DZD,23/03/2010,2.023580253
DZD,24/03/2010,5.696888208
DZD,25/03/2010,3.891380847
DZD,26/03/2010,2.22715342
DZD,29/03/2010,1.774584234
DZD,30/03/2010,1.530546188
DZD,31/03/2010,4.880397141
DZD,01/04/2010,7.540133834
DZD,02/04/2010,4.745555103
DZD,05/04/2010,7.637897253
DZD,06/04/2010,6.247552931
DZD,07/04/2010,2.12103951
DZD,08/04/2010,5.705718935
DZD,09/04/2010,3.39876318
DZD,12/04/2010,3.790882885
DZD,13/04/2010,7.763266444
DZD,14/04/2010,2.712387741
DZD,15/04/2010,7.328707933
DZD,16/04/2010,1.901195109
DZD,19/04/2010,6.481890321
DZD,20/04/2010,1.15783447
DZD,21/04/2010,1.938412666
DZD,22/04/2010,7.983946145
DZD,23/04/2010,6.248041511
DZD,26/04/2010,5.56616801
DZD,27/04/2010,7.343050718
DZD,28/04/2010,7.631115973
DZD,29/04/2010,3.473280072
DZD,30/04/2010,6.140208185
DZD,03/05/2010,2.621662617
DZD,04/05/2010,4.543083012
DZD,05/05/2010,3.243970752
DZD,06/05/2010,2.058360755
DZD,07/05/2010,2.926531076
DZD,10/05/2010,6.200499117
DZD,11/05/2010,6.305657983
DZD,12/05/2010,5.521492422
DZD,13/05/2010,5.342556
DZD,14/05/2010,4.286164582
DZD,17/05/2010,4.797440886
DZD,18/05/2010,5.54980582
DZD,19/05/2010,6.496629477
DZD,20/05/2010,5.856903136
DZD,21/05/2010,7.736348271
DZD,24/05/2010,3.529714525
DZD,25/05/2010,7.917010784
DZD,26/05/2010,3.265436947
DZD,27/05/2010,5.251713634
DZD,28/05/2010,1.510718048
DZD,31/05/2010,2.142701387
DZD,01/06/2010,1.832261622
DZD,02/06/2010,4.569550157
DZD,03/06/2010,6.252276838
DZD,04/06/2010,2.582819939
DZD,07/06/2010,7.267521203
DZD,08/06/2010,4.746925712
DZD,09/06/2010,7.020687282
DZD,10/06/2010,5.125977278
DZD,11/06/2010,7.84288317
DZD,14/06/2010,1.156337857
